관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,위도,경도,데이터기준일자
경기도 가평군청,,경기도 가평군 상면 항사리 산 208(망배치),재난재해,1,200,360도전방면,30,,031-580-2141,37.78807347,127.4024332,2021-06-28
경기도 가평군청,,경기도 가평군 상면 행현리 934-6(임초리행현교앞),생활방범,3,130,도로방면,30,2013-08,031-580-2571,37.76898235,127.3678756,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 가일리 14(어비산OK맨션 앞),생활방범,1,200,도로방면,30,2018-11,031-580-2571,37.59119693,127.5111431,2021-06-28
경기도 가평군청,경기도 가평군 설악면 어비산길 52,경기도 가평군 설악면 가일리 206(가인만당앞),생활방범,1,200,도로방면,30,2018-12,031-580-2571,37.5976735,127.4972293,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 가일리 290-61(유명산삼거리),생활방범,3,200,도로방면,30,2016-12,031-580-2571,37.60119887,127.492921,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 가일리 308-30(유명산 삼거리),차량방범,2,150,도로방면,30,2009-05,031-580-2571,37.60243345,127.4934023,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 묵안리 산 51-11(묵안교),생활방범,2,200,도로방면,30,2017-06,031-580-2571,37.6109398,127.5224495,2021-06-28
경기도 가평군청,경기도 가평군 설악면 미사리로 588,경기도 가평군 설악면 미사리 290-3번지,어린이보호,2,200,"초등학교정문방향, 360도전방면",30,2016-06,031-580-2571,37.7036804,127.5402915,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 선촌리 32-3(설악체육공원정상),생활방범,1,200,도로방면,30,2018-11,031-580-2571,37.68331045,127.4910538,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 읍내리 493-2(CU가평군청점),생활방범,2,200,도로방면,30,2017-06,031-580-2571,37.83087102,127.5105743,2021-06-28
경기도 가평군청,경기도 가평군 가평읍 보납로 3,경기도 가평군 가평읍 읍내리 505-2번지,생활방범,1,200,도로방면,30,2016-09,031-580-2571,37.83134648,127.5109165,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 읍내리 534-6(잣고을곰탕 앞),생활방범,4,200,도로방면,30,2017-06,031-580-2571,37.82947121,127.510106,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 읍내리 553-5(가평초골목길),생활방범,2,200,도로방면,30,2018-11,031-580-2571,37.83066212,127.5083511,2021-06-28
경기도 가평군청,경기도 가평군 가평읍 향교로 17,경기도 가평군 가평읍 읍내리 542-1번지,어린이보호,4,300,"초등학교정문방향, 360도전방면",30,2013-07,031-580-2571,37.8294497,127.5079954,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 읍내리 579-11(한석봉도서관앞),생활방범,3,200,도로방면,30,2018-11,031-580-2571,37.8297821,127.5071094,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 읍내리 581(서울주택사거리),생활방범,4,200,도로방면,30,2015-11,031-580-2571,37.8317583,127.5063103,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 읍내리 583-5(가평성당앞),생활방범,1,200,도로방면,30,2018-06,031-580-2571,37.83189587,127.5085266,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 대곡리 12-3(가평육교(가평)),차량방범,1,890,도로방면,30,2018-06,031-580-2571,37.82281983,127.5176872,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 승안리 286-13(승안2리마을회관),생활방범,2,200,도로방면,30,2015-11,031-580-2571,37.84761259,127.4874802,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 승안리 산 138-1(용추폭포),재난재해,1,200,360도전방면,30,,031-580-2141,37.85412511,127.4815851,2021-06-28
경기도 가평군청,경기도 가평군 가평읍 정간내로 7,경기도 가평군 가평읍 읍내리 1018번지,생활방범,2,200,도로방면,30,2017-06,031-580-2571,37.83161202,127.5136062,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 읍내리 1031-1(자라목교),생활방범,3,200,도로방면,30,2016-07,031-580-2571,37.83162088,127.5182371,2021-06-28
경기도 가평군청,경기도 가평군 가평읍 정간내로19번길 19-20,경기도 가평군 가평읍 읍내리 259번지 이화주택,생활방범,4,200,도로방면,30,2013-08,031-580-2571,37.8334326,127.5130684,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 읍내리 448-5(가평읍내사거리),생활방범,5,200,도로방면,30,2016-07,031-580-2571,37.83101716,127.5130139,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 읍내리 468-52(천계닭갈비사거리),생활방범,4,200,도로방면,30,2016-07,031-580-2571,37.82919298,127.5124177,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 읍내리 503-29(읍내3리마을쉼터앞),생활방범,3,200,도로방면,30,2016-07,031-580-2571,37.83209224,127.5107212,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 읍내리 553(가평초향교입구),생활방범,2,200,도로방면,30,2013-08,031-580-2571,37.83137914,127.5072752,2021-06-28
경기도 가평군청,경기도 가평군 가평읍 향교로27번길 13,경기도 가평군 가평읍 읍내리 575-6(가평초등학교후문),어린이보호,3,300,"초등학교정문방향, 360도전방면",30,2015-07,031-580-2571,37.83131288,127.5084135,2021-06-28
경기도 가평군청,,경기도 가평군 가평읍 읍내리 384-5(광림빌라앞),생활방범,3,200,도로방면,30,2018-06,031-580-2571,37.82804158,127.5164627,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 선촌리 33-6(통일교신천사거리),생활방범,4,200,도로방면,30,2016-07,031-580-2571,37.68602458,127.4930043,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 선촌리 65-8(설악체육공원3),생활방범,4,300,"공원내, 360도전방면",30,2015-10,031-580-2571,37.68508108,127.4902133,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 선촌리 산 34-5(설악체육공원4),생활방범,2,300,"공원내, 360도전방면",30,2015-10,031-580-2571,37.68499311,127.4895309,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 선촌리 산 46-7(재난_솔고개),재난재해,1,200,360도전방면,30,,031-580-2141,37.67724698,127.4718257,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 설곡리 435(양방교),생활방범,1,200,도로방면,30,2018-11,031-580-2571,37.63161093,127.5092078,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 신천리 408-15(설악CU편의점),생활방범,3,200,도로방면,30,2013-08,031-580-2571,37.67678282,127.4932063,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 신천리 413-26(청수타운),생활방범,1,200,도로방면,30,2017-06,031-580-2571,37.67760873,127.4924534,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 신천리 471-4(통일교 청심교회),생활방범,2,200,도로방면,30,2017-06,031-580-2571,37.67955189,127.489155,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 신천리 497-1(PC사랑사거리),생활방범,3,200,도로방면,30,2018-06,031-580-2571,37.67941904,127.4916424,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 신천리 499-1(설악중고앞),생활방범,2,200,도로방면,30,2018-06,031-580-2571,37.68050447,127.4927832,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 신천리 513-4(CU설악청심점),생활방범,1,200,도로방면,30,2018-11,031-580-2571,37.68199277,127.4911676,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 신천리 518-2(설악체육공원1),생활방범,3,300,"공원내, 360도전방면",30,2015-10,031-580-2571,37.68362277,127.4898696,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 신천리 672-3(설악 IC 입구),차량방범,1,300,도로방면,30,2018-12,031-580-2571,37.67032303,127.4883626,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 신천리 산 1-5(설악체육공원2),생활방범,3,300,"공원내, 360도전방면",30,2015-10,031-580-2571,37.68398501,127.4894014,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 신천리 산 60-22(설악IC 출),차량방범,2,200,도로방면,30,2016-06,031-580-2571,37.67036333,127.4886515,2021-06-28
경기도 가평군청,경기도 가평군 설악면 신천중앙로 122,경기도 가평군 설악면 신천리 437-6번지,교통단속,3,130,양방향,30,,031-580-2076,37.6783094,127.490456,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 위곡리 47-10(널미재 고개(돌산막국수앞)),차량방범,2,150,도로방면,30,2010-06,031-580-2571,37.66889959,127.5347359,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 위곡리 794-3(미원초 위곡분교앞),어린이보호,4,200,"초등학교정문방향, 360도전방면",30,2013-06,031-580-2571,37.66997839,127.5155631,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 이천리 123-3(영천벌다락재입구),생활방범,2,200,도로방면,30,2018-06,031-580-2571,37.65544887,127.4424507,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 창의리 436-2(창의리마을입구),생활방범,1,200,도로방면,30,2016-09,031-580-2571,37.67175288,127.5050571,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 천안리 304-3(엄소삼거리),생활방범,1,200,도로방면,30,2017-06,031-580-2571,37.65528208,127.4819385,2021-06-28
경기도 가평군청,경기도 가평군 설악면 유명로 1837,경기도 가평군 설악면 회곡리 산 21-3(솔고개),생활방범,1,200,도로방면,30,2018-11,031-580-2571,37.67651871,127.4700624,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 신천리 산65-3(명장삼거리),쓰레기단속,2,200,360도전방면,30,2015-07,031-580-2550,37.764931,127.3720647,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 대보리 194-3(도장골낚시터 입구),쓰레기단속,1,200,360도전방면,30,2015-07,031-580-2550,37.8190103,127.3497898,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 대보리 609-3(대보교),생활방범,2,200,도로방면,30,2015-11,031-580-2571,37.79622825,127.3707027,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 대보리 613(조종암),재난재해,1,200,360도전방면,30,,031-580-2141,37.80029352,127.3763437,2021-06-28
경기도 가평군청,경기도 가평군 조종면 대보간선로 665-6,경기도 가평군 조종면 대보리 산 11(대보리국사),재난재해,1,200,360도전방면,30,,031-580-2141,37.8009653,127.3975452,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 신상리 109-1(신상교앞),생활방범,2,200,도로방면,30,2016-07,031-580-2571,37.8446181,127.3557747,2021-06-28
경기도 가평군청,경기도 가평군 조종면 세곡로 68,경기도 가평군 조종면 현리 81-1번지,생활방범,1,200,도로방면,30,2018-06,031-580-2571,37.8334918,127.3394957,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 신하리 452-9(조종천1(신하리)),재난재해,1,200,360도전방면,30,,031-580-2141,37.82215848,127.3546642,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 신하리 453-3(우리술삼거리),생활방범,2,200,도로방면,30,2015-11,031-580-2571,37.82215106,127.355155,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 운악리 253-7(노체교),생활방범,3,130,도로방면,30,2013-08,031-580-2571,37.87492549,127.3579982,2021-06-28
경기도 가평군청,경기도 가평군 조종면 현등사길 11,경기도 가평군 조종면 운악리 459번지,생활방범,4,200,도로방면,30,2016-07,031-580-2571,37.86522986,127.3493921,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 운악리 산 178(꽃동네 야영장 앞),차량방범,2,200,도로방면,30,2012-01,031-580-2571,37.90758448,127.3430537,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 현리 188-2 (석사울삼거리),생활방범,1,200,도로방면,30,2017-06,031-580-2571,37.82296394,127.3427813,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 현리 233-46 (영양교앞 ),생활방범,3,200,도로방면,30,2017-06,031-580-2571,37.82163208,127.3499084,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 현리 260-2(현리꼬끼오앞),생활방범,3,200,도로방면,30,2018-11,031-580-2571,37.81889471,127.3506615,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 현리 262-29(현리시가지싱싱마트앞),생활방범,4,200,도로방면,30,2016-07,031-580-2571,37.81973974,127.3489697,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 현리 263-25(식당가 앞),쓰레기단속,1,200,360도전방면,30,2015-07,031-580-2550,37.8190103,127.3497898,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 현리 264-72(현리중국성앞),생활방범,5,200,도로방면,30,2018-11,031-580-2571,37.81900455,127.3492586,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 현리 275-8(조종초후문),생활방범,3,200,도로방면,30,2016-07,031-580-2571,37.82055148,127.3490975,2021-06-28
경기도 가평군청,경기도 가평군 조종면 연등아랫길 20,경기도 가평군 조종면 현리 477-21번지,생활방범,2,200,도로방면,30,2016-07,031-580-2571,37.80899257,127.3496892,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 현리 39-2(안곡사거리),생활방범,4,130,도로방면,30,2013-08,031-580-2571,37.82750243,127.3474086,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 현리 410-23(현리버스터미널),생활방범,6,200,도로방면,30,2013-08,031-580-2571,37.81821562,127.3482904,2021-06-28
경기도 가평군청,,경기도 가평군 북면 소법리 617-1,재난재해,4,200,360도전방면,45,,031-580-4767,37.9061018,127.5451213,2021-06-28
경기도 가평군청,,경기도 가평군 북면 소법리 97-10(하남종 버스정류장),생활방범,1,200,도로방면,30,2017-06,031-580-2571,37.90056604,127.5607941,2021-06-28
경기도 가평군청,경기도 가평군 북면 석장모루길 13,경기도 가평군 북면 이곡리 13-45번지,어린이보호,3,300,"초등학교정문방향, 360도전방면",30,2015-07,031-580-2571,37.880255,127.5490362,2021-06-28
경기도 가평군청,,경기도 가평군 북면 이곡리 519-14(황금다리펜션),생활방범,1,200,도로방면,30,2016-12,031-580-2571,37.87636503,127.5271675,2021-06-28
경기도 가평군청,경기도 가평군 북면 가화로 692,경기도 가평군 북면 이곡리 605-19번지,생활방범,1,200,도로방면,30,2017-06,031-580-2571,37.8717595,127.5216801,2021-06-28
경기도 가평군청,,경기도 가평군 북면 이곡리 65(목동초 IGA마트앞),생활방범,1,200,도로방면,30,2017-06,031-580-2571,37.88032057,127.5463098,2021-06-28
경기도 가평군청,,경기도 가평군 북면 적목리 167-18(명지분교),어린이보호,3,300,"초등학교정문방향, 360도전방면",30,2013-07,031-580-2571,37.97063565,127.4550874,2021-06-28
경기도 가평군청,,경기도 가평군 북면 적목리 643(용수교 버스정류장),생활방범,1,200,도로방면,30,2017-06,031-580-2571,37.98690767,127.4374314,2021-06-28
경기도 가평군청,,경기도 가평군 북면 적목리 산 32-3(적목리라온펜션),생활방범,2,130,도로방면,30,2013-08,031-580-2571,38.02738435,127.4423276,2021-06-28
경기도 가평군청,,경기도 가평군 북면 적목리 산 45-6(재난38교),재난재해,2,200,360도전방면,30,,031-580-2141,37.98816973,127.4396161,2021-06-28
경기도 가평군청,,경기도 가평군 북면 제령리 290-4(꽃넘이길 펜션단지입구),생활방범,2,200,도로방면,30,2018-11,031-580-2571,37.89468308,127.5297478,2021-06-28
경기도 가평군청,경기도 가평군 북면 손일로 6,경기도 가평군 북면 제령리 4-6번지,생활방범,1,200,도로방면,30,2017-06,031-580-2571,37.8913598,127.5461443,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 신천리 564-2(신천사거리),생활방범,4,200,도로방면,30,2018-06,031-580-2571,37.67792297,127.485194,2021-06-28
경기도 가평군청,경기도 가평군 설악면 신천중앙로120번길 5-17,경기도 가평군 설악면 신천리 438-3번지,생활방범,3,200,도로방면,30,2013-08,031-580-2571,37.6788204,127.4900682,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 엄소리 31-10(활골 삼거리),쓰레기단속,1,200,360도전방면,30,2015-07,031-580-2550,37.6389541,127.5135608,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 위곡리 산 2-2(널미재고개),재난재해,1,200,360도전방면,30,,031-580-2141,37.66327522,127.5503608,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 회곡리 305-3(안골마을입구),생활방범,2,200,도로방면,30,2018-11,031-580-2571,37.70091357,127.4545344,2021-06-28
경기도 가평군청,,경기도 가평군 설악면 회곡리 산 58-9(용문교입구),생활방범,1,200,도로방면,30,2018-11,031-580-2571,37.68920459,127.4648509,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 신하리 213(간촌 버스정류장 앞),쓰레기단속,1,200,360도전방면,30,2015-07,031-580-2550,37.8190103,127.3497898,2021-06-28
경기도 가평군청,,경기도 가평군 조종면 운악리 250-1(재난_노체교),재난재해,1,200,360도전방면,30,,031-580-2141,37.87566428,127.3569187,2021-06-28
경기도 고양시,경기도 고양시 덕양구 삼송동 396-7,경기도 고양시 덕양구 삼송동 396-7,생활방범,5,200,360도전방면,30,,031-8075-2578,37.6529417127,126.8884179018,2018-01-01
경기도 고양시,경기도 고양시 덕양구 원흥동 518-2,경기도 고양시 덕양구 원흥동 518-2,생활방범,5,200,360도전방면,30,,031-8075-2578,37.6512461739,126.8696212343,2018-01-01
경기도 고양시,경기도 고양시 덕양구 원흥동 689-11,경기도 고양시 덕양구 원흥동 689-11,생활방범,4,200,360도전방면,30,,031-8075-2578,37.6483316378,126.8737623460,2018-01-01
경기도 고양시,경기도 고양시 덕양구 삼송동 381-2,경기도 고양시 덕양구 삼송동 381-2,생활방범,5,200,360도전방면,30,,031-8075-2578,37.6421352736,126.8758918383,2018-01-01
경기도 고양시,경기도 고양시 덕양구 오금동 436-5,경기도 고양시 덕양구 오금동 436-5,생활방범,5,200,360도전방면,30,,031-8075-2578,37.6674106567,126.9200066210,2018-01-01
경기도 고양시,경기도 고양시 덕양구 오금동 319-5,경기도 고양시 덕양구 오금동 319-5,생활방범,4,200,360도전방면,30,,031-8075-2578,37.6603294895,126.8979263382,2018-01-01
경기도 고양시,경기도 고양시 덕양구 마상로63번길14-1,경기도 고양시 덕양구 주교동 309-5,생활방범,4,200,360도전방면,30,,031-8075-2578,37.6626570319,126.8313392176,2018-01-01
경기도 고양시,경기도 고양시 덕양구 마상로102번길51 주교동노인정,경기도 고양시 덕양구 주교동 587,생활방범,4,200,360도전방면,30,,031-8075-2578,37.6593803237,126.8332846861,2018-01-01
경기도 고양시,경기도 고양시 일산동구 장항동 906,경기도 고양시 일산동구 장항동 906,생활방범,5,200,,30,,031-8075-2578,37.6577996966,126.7634563581,2018-01-01
경기도 고양시,경기도 고양시 일산동구 호수로595 고양꽃전시관,경기도 고양시 일산동구 장항동 906,생활방범,5,200,360도전방면,30,,031-8075-2578,37.6577996966,126.7634563581,2018-01-01
경기도 고양시,경기도 고양시 일산동구 성현로268번길68-1,경기도 고양시 일산동구 성석동 55,생활방범,4,200,360도전방면,30,,031-8075-2578,37.7019561621,126.8130943250,2018-01-01
경기도 고양시,경기도 고양시 일산서구 일산동 605,경기도 고양시 일산서구 일산동 605,생활방범,3,41,360도전방면,30,,031-8075-2578,37.6864897148,126.7695995301,2018-01-01
경기도 고양시,,경기도 고양시 일산서구 주엽동 166,교통단속,1,52,,30,,031-8075-2578,37.6700206595,126.7609348421,2018-01-01
경기도 고양시,,경기도 고양시 일산서구 주엽동 155,교통단속,1,52,,30,,031-8075-2578,37.6709053632,126.7617934039,2018-01-01
경기도 고양시,경기도 고양시 일산서구 강선로33 강선마을14단지아파트 1402동,경기도 고양시 일산서구 주엽동 101,교통단속,1,52,,30,,031-8075-2578,37.6679040096,126.7612364025,2018-01-01
경기도 고양시,,경기도 고양시 덕양구 신원동 673,교통단속,5,200,,30,,031-8075-2578,37.6668857591,126.8854269654,2018-01-01
경기도 고양시,,경기도 고양시 덕양구 원흥동 689-4,교통단속,5,200,,30,,031-8075-2578,37.6494134922,126.8743950320,2018-01-01
경기도 고양시,,경기도 고양시 덕양구 원흥동 151-14,교통단속,5,200,,30,,031-8075-2578,37.6505219293,126.8746197539,2018-01-01
경기도 고양시,,경기도 고양시 덕양구 원흥동 산 31-13,교통단속,5,200,,30,,031-8075-2578,37.6494975462,126.8771484226,2018-01-01
경기도 고양시,경기도 고양시 덕양구 고양대로 1384번길 7-11,경기도 고양시 덕양구 성사동 720-1,교통단속,1,52,,30,,031-8075-2578,37.6536302186,126.8382838641,2018-01-01
경기도 고양시,경기도 고양시 덕양구 호국로 804,경기도 고양시 덕양구 성사동 510-5,교통단속,1,52,,30,,031-8075-2578,37.6572690416,126.8375052148,2018-01-01
경기도 고양시,경기도 고양시 덕양구 호국로 816,경기도 고양시 덕양구 성사동 502-6,교통단속,3,130,,30,,031-8075-2578,37.6579909865,126.8383422339,2018-01-01
경기도 고양시,,경기도 고양시 덕양구 삼송동 14-15,교통단속,5,200,,30,,031-8075-2578,37.6503543951,126.8963992868,2018-01-01
경기도 고양시,,경기도 고양시 덕양구 동산동 387,교통단속,5,200,,30,,031-8075-2578,37.6450741273,126.8862544717,2018-01-01
경기도 고양시,경기도 고양시 일산서구 고양대로629 한뫼초등학교,경기도 고양시 일산서구 일산동 960-9,생활방범,4,200,360도전방면,30,,031-8075-2578,37.6863755736,126.7665729053,2018-01-01
경기도 고양시,경기도 고양시 덕양구 마상로154번길14 동일빌딩,경기도 고양시 덕양구 성사동 500-19,생활방범,3,200,360도전방면,30,,031-8075-2578,37.6580997968,126.8388406336,2018-01-01
경기도 고양시,경기도 고양시 덕양구 성사동 865,경기도 고양시 덕양구 성사동 865,생활방범,3,200,360도전방면,30,,031-8075-2578,37.6585993110,126.8417293987,2018-01-01
경기도 고양시,경기도 고양시 덕양구 중앙로527 행신초등학교,경기도 고양시 덕양구 행신동 983-1,생활방범,5,200,360도전방면,30,,031-8075-2578,37.6216076950,126.8368479755,2018-01-01
경기도 고양시,경기도 고양시 덕양구 강매로214,경기도 고양시 덕양구 강매동 206,생활방범,5,200,360도전방면,30,,031-8075-2578,37.6061918520,126.8432581342,2018-01-01
경기도 고양시,경기도 고양시 일산서구 대수길31-5,경기도 고양시 일산서구 대화동 2316,생활방범,5,200,360도전방면,30,,031-8075-2578,37.6773249081,126.7387386305,2018-01-01
경기도 고양시,경기도 고양시 일산서구 덕이동 356,경기도 고양시 일산서구 덕이동 356,생활방범,5,41,360도전방면,30,,031-8075-2578,37.7027925899,126.7541607321,2018-01-01
경기도 고양시,경기도 고양시 일산서구 덕이동 산 138-5,경기도 고양시 일산서구 덕이동 산 138-5,생활방범,5,41,360도전방면,30,,031-8075-2578,37.6962394884,126.7526859408,2018-01-01
경기도 고양시,경기도 고양시 덕양구 고양동 1131,경기도 고양시 덕양구 고양동 1131,생활방범,4,200,360도전방면,30,,031-8075-2578,37.7148512726,126.9030551644,2018-01-01
경기도 고양시,경기도 고양시 덕양구 통일로542번길5-30,경기도 고양시 덕양구 대자동 358-6,생활방범,5,200,360도전방면,30,,031-8075-2578,37.6827995686,126.8882246625,2018-01-01
경기도 고양시,경기도 고양시 덕양구 대터2로6,경기도 고양시 덕양구 덕은동 138-2,생활방범,5,200,360도전방면,30,,031-8075-2578,37.5892752621,126.8760609583,2018-01-01
경기도 고양시,경기도 고양시 덕양구 흥도로53 서울자동차공업사,경기도 고양시 덕양구 화전동 455-12,생활방범,5,200,360도전방면,30,,031-8075-2578,37.6137806091,126.8668679458,2018-01-01
경기도 고양시,경기도 고양시 덕양구 관산동 211-4,경기도 고양시 덕양구 관산동 211-4,생활방범,5,200,360도전방면,30,,031-8075-2578,37.6864053371,126.8647854623,2018-01-01
경기도 고양시,경기도 고양시 덕양구 토당동 880-17,경기도 고양시 덕양구 토당동 880-17,생활방범,5,200,360도전방면,30,,031-8075-2578,37.6202441645,126.8284803733,2018-01-01
경기도 고양시,경기도 고양시 일산서구 탄중로284 한뫼도서관,경기도 고양시 일산서구 일산동 1558,생활방범,4,200,360도전방면,30,,031-8075-2578,37.6926836258,126.7764282637,2018-01-01
경기도 고양시,경기도 고양시 일산서구 고봉로291 에이스스타디움,경기도 고양시 일산서구 일산동 555-1,교통단속,1,41,,30,,031-8075-2578,37.6852069860,126.7771312064,2018-01-01
경기도 고양시,경기도 고양시 일산동구 강송로113번길36-14,경기도 고양시 일산동구 백석동 1206,생활방범,5,200,360도전방면,30,,031-8075-2578,37.6483813626,126.7850386061,2018-01-01
경기도 고양시,경기도 고양시 일산동구 강송로74번길53-7,경기도 고양시 일산동구 백석동 1156,생활방범,5,200,360도전방면,30,,031-8075-2578,37.6485455037,126.7910663590,2018-01-01
경기도 고양시,경기도 고양시 일산동구 호수로446번길73-16,경기도 고양시 일산동구 백석동 1412,생활방범,5,200,360도전방면,30,,031-8075-2578,37.6469941327,126.7803516125,2018-01-01
경기도 고양시,경기도 고양시 일산서구 덕이동 산 143-5,경기도 고양시 일산서구 덕이동 산 143-5,생활방범,4,41,360도전방면,30,,031-8075-2578,37.6988437270,126.7529039674,2018-01-01
경기도 고양시,경기도 고양시 덕양구 푸른마을로 16,경기도 고양시 덕양구 고양동 720,교통단속,5,130,,30,,031-8075-2578,37.7094556429,126.9043892468,2018-01-01
경기도 고양시,경기도 고양시 덕양구 신원동 679-2,경기도 고양시 덕양구 신원동 679-2,생활방범,5,200,360도전방면,30,,031-8075-2578,37.6616896854,126.8879738065,2018-01-01
경기도 고양시,경기도 고양시 일산서구 킨텍스로340 문촌마을7단지아파트 701동,경기도 고양시 일산서구 주엽동 14,교통단속,5,130,,30,,031-8075-2578,37.6745698137,126.7562386285,2018-01-01
경기도 고양시,경기도 고양시 일산서구 대산로125 하나프라자,경기도 고양시 일산서구 주엽동 30,교통단속,3,130,,30,,031-8075-2578,37.6743229763,126.7632445848,2018-01-01
경기도 고양시,경기도 고양시 일산서구 중앙로 1581,경기도 고양시 일산서구 대화동 2219-2,교통단속,5,200,,30,,031-8075-2578,37.6762150818,126.7461559562,2018-01-01
경기도 고양시,경기도 고양시 일산동구 중앙로1005 현대밀라트II B동,경기도 고양시 일산동구 백석동 1300,교통단속,5,130,,30,,031-8075-2578,37.6404900029,126.7906020397,2018-01-01
경기도 고양시,경기도 고양시 덕양구 혜음로13번길20,경기도 고양시 덕양구 고양동 240-38,생활방범,5,200,360도전방면,30,,031-8075-2578,37.7019293518,126.9005551493,2018-01-01
경기도 고양시,경기도 고양시 덕양구 벽제동 541-14,경기도 고양시 덕양구 벽제동 541-14,생활방범,5,200,360도전방면,30,,031-8075-2578,37.7287048199,126.9101716209,2018-01-01
경기도 고양시,경기도 고양시 덕양구 고양대로1730번길76,경기도 고양시 덕양구 원흥동 194-1,생활방범,4,41,360도전방면,30,,031-8075-2578,37.6455535972,126.8710024344,2018-01-01
경기도 고양시,경기도 고양시 덕양구 호국로834번길75 임창빌라,경기도 고양시 덕양구 성사동 488-63,생활방범,4,200,360도전방면,30,,031-8075-2578,37.6575200025,126.8430916479,2018-01-01
경기도 고양시,경기도 고양시 덕양구 도내동 58-1,경기도 고양시 덕양구 도내동 58-1,생활방범,4,200,360도전방면,30,,031-8075-2578,37.6297426397,126.8719819650,2018-01-01
경기도 고양시,경기도 고양시 덕양구 고양대로1407번길45-17 수정아파트 나동,경기도 고양시 덕양구 성사동 405-8,생활방범,4,200,360도전방면,30,,031-8075-2578,37.6557145745,126.8405344031,2018-01-01
경기도 고양시,경기도 고양시 일산동구 마두동 819,경기도 고양시 일산동구 마두동 819,생활방범,5,200,360도전방면,30,,031-8075-2578,37.6623545815,126.7797957672,2018-01-01
경기도 고양시,경기도 고양시 덕양구 소원로102,경기도 고양시 덕양구 행신동 812,교통단속,5,130,,30,,031-8075-2578,37.6124137695,126.8340369708,2018-01-01
경기도 고양시,경기도 고양시 덕양구 행신로1143번길,경기도 고양시 덕양구 행신동,교통단속,5,130,,30,,031-8075-2578,37.6157552212,126.8332252487,2018-01-01
